Lookback,Annual Return,Annual Volatility,Sharpe,Max Drawdown,Win Rate
13,0.051761114654965246,0.30642414537909296,0.16891983035778374,-0.5415309298872149,0.5183284457478006
8,0.04842457622475105,0.31623699137832245,0.15312748838676965,-0.6492315612863062,0.5175953079178885
4,0.016620234113151833,0.31868683676233345,0.052152245389246114,-0.8351943581629061,0.5168621700879765
26,0.005183751408668336,0.3093895442089489,0.016754772440426897,-0.8571030747472368,0.5051319648093842
1,-0.08539184111823872,0.32178826106752445,-0.2653665513929981,-0.9705116053864008,0.4970674486803519
2,-0.12087841659544019,0.31753104517849257,-0.380682199208242,-0.9815642624941233,0.48240469208211145
