,0
CAGR,0.051761114654965246
Annual Return,0.09730242237013552
Annual Volatility,0.30642414537909296
Sharpe Ratio,0.3175416292660545
Sortino Ratio,0.47333002365947335
Calmar Ratio,0.09558293312211286
Maximum Drawdown,-0.5415309298872149
Win Rate,0.5183284457478006
Best Week,0.2004750525582879
Worst Week,-0.17425627561260995
Skewness,0.16235168591061813
Kurtosis,2.3433420623533543
