Date,AAPL,AMZN,GOOGL,JNJ,JPM,KO,MSFT,NVDA,TSLA,XOM
2000-01-03,0.84,4.47,,23.41,22.91,13.61,35.6,0.09,,17.14
2000-01-04,0.77,4.1,,22.55,22.41,13.63,34.4,0.09,,16.81
2000-01-05,0.78,3.49,,22.79,22.27,13.75,34.76,0.08,,17.73
2000-01-06,0.71,3.28,,23.5,22.59,13.77,33.6,0.08,,18.65
2000-01-07,0.75,3.48,,24.5,23.0,14.67,34.04,0.08,,18.59
2000-01-10,0.73,3.46,,23.88,22.61,14.2,34.28,0.08,,18.33
2000-01-11,0.69,3.34,,23.96,22.07,14.69,33.41,0.08,,18.39
2000-01-12,0.65,3.18,,23.74,22.21,14.85,32.32,0.08,,18.28
2000-01-13,0.72,3.3,,23.71,22.55,14.63,32.93,0.08,,18.7
2000-01-14,0.75,3.21,,23.79,23.36,14.75,34.28,0.08,,18.33
2000-01-18,0.78,3.21,,23.18,22.45,15.7,35.22,0.09,,18.55
2000-01-19,0.8,3.34,,23.26,23.44,15.76,32.68,0.09,,18.73
2000-01-20,0.85,3.24,,23.34,23.42,15.91,32.38,0.09,,18.32
2000-01-21,0.83,3.1,,22.82,23.06,16.15,31.69,0.09,,18.61
2000-01-24,0.8,3.51,,21.25,23.08,15.67,30.92,0.08,,18.44
2000-01-25,0.84,3.46,,21.64,23.59,15.91,31.4,0.08,,18.4
2000-01-26,0.83,3.24,,21.2,24.8,15.23,30.35,0.08,,18.28
2000-01-27,0.82,3.35,,20.44,25.51,14.37,30.16,0.07,,17.73
2000-01-28,0.76,3.08,,21.45,24.25,13.75,30.01,0.07,,17.26
2000-01-31,0.78,3.23,,21.85,25.51,13.87,29.89,0.07,,18.14
2000-02-01,0.75,3.37,,21.53,26.48,14.04,31.44,0.07,,18.21
2000-02-02,0.74,3.47,,21.68,26.04,13.61,30.79,0.07,,18.35
2000-02-03,0.77,4.21,,21.15,26.3,13.34,31.65,0.08,,18.03
2000-02-04,0.81,3.93,,20.85,25.85,13.58,32.55,0.08,,17.7
2000-02-07,0.85,3.75,,20.68,25.98,13.74,32.57,0.07,,17.67
2000-02-08,0.86,4.16,,20.84,26.89,13.81,33.58,0.08,,17.28
2000-02-09,0.84,4.01,,20.31,26.2,13.77,31.76,0.08,,16.78
2000-02-10,0.85,3.81,,19.8,26.28,13.69,32.38,0.09,,16.7
2000-02-11,0.81,3.81,,19.73,26.12,13.42,30.52,0.1,,16.26
2000-02-14,0.87,3.72,,19.78,25.0,13.07,30.43,0.11,,16.82
2000-02-15,0.89,3.69,,20.31,25.63,13.45,30.1,0.11,,17.46
2000-02-16,0.85,3.53,,20.34,25.13,12.94,29.82,0.11,,17.61
2000-02-17,0.86,3.45,,20.18,24.78,12.63,30.43,0.12,,17.14
2000-02-18,0.83,3.24,,19.73,23.63,12.41,29.03,0.13,,16.51
2000-02-22,0.85,3.18,,20.03,24.42,12.5,28.65,0.13,,16.6
2000-02-23,0.87,3.52,,19.4,24.46,12.38,28.79,0.13,,16.43
2000-02-24,0.86,3.42,,18.79,24.03,12.03,28.94,0.12,,16.03
2000-02-25,0.83,3.46,,18.35,23.99,11.76,27.89,0.12,,15.64
2000-02-28,0.85,3.29,,18.54,24.64,11.91,27.97,0.12,,16.18
2000-02-29,0.86,3.44,,18.35,25.17,11.74,27.3,0.12,,16.58
2000-03-01,0.98,3.29,,18.7,25.93,12.32,27.74,0.12,,16.74
2000-03-02,0.91,3.13,,18.78,25.47,11.98,28.52,0.11,,16.95
2000-03-03,0.96,3.12,,18.73,25.65,12.11,29.36,0.11,,16.66
2000-03-06,0.94,3.2,,17.96,26.38,11.83,27.68,0.11,,16.05
2000-03-07,0.92,3.17,,17.45,25.87,11.38,28.37,0.16,,17.61
2000-03-08,0.91,3.18,,18.09,24.98,11.47,29.19,0.16,,17.53
2000-03-09,0.92,3.44,,18.52,25.65,11.29,30.54,0.19,,17.71
2000-03-10,0.94,3.34,,18.06,24.88,10.99,30.85,0.23,,16.96
2000-03-13,0.91,3.27,,17.84,25.31,10.61,29.93,0.29,,16.7
2000-03-14,0.86,3.28,,18.54,24.98,10.5,29.05,0.21,,17.0
2000-03-15,0.87,3.19,,19.6,26.28,11.53,29.13,0.2,,17.11
2000-03-16,0.91,3.31,,20.34,28.49,12.06,29.13,0.18,,17.55
2000-03-17,0.94,3.24,,20.27,28.77,11.91,30.35,0.19,,16.98
2000-03-20,0.92,3.21,,20.21,27.37,11.77,29.74,0.19,,16.48
2000-03-21,1.01,3.62,,20.45,29.09,11.98,31.38,0.18,,16.95
2000-03-22,1.08,3.53,,20.96,28.95,11.41,31.54,0.18,,16.49
2000-03-23,1.06,3.38,,20.38,31.14,11.39,34.17,0.19,,16.62
2000-03-24,1.04,3.63,,18.41,30.41,11.39,34.11,0.18,,17.0
2000-03-27,1.05,3.66,,17.77,29.94,10.97,31.78,0.17,,16.84
2000-03-28,1.04,3.51,,18.35,29.8,10.88,31.86,0.15,,17.39
2000-03-29,1.02,3.31,,18.11,28.57,11.36,32.74,0.14,,17.72
2000-03-30,0.94,3.33,,18.03,27.51,11.77,31.57,0.14,,17.31
2000-03-31,1.02,3.35,,17.9,27.57,11.38,32.45,0.16,,17.17
2000-04-03,1.0,3.18,,18.41,29.24,11.95,27.76,0.15,,17.72
2000-04-04,0.95,3.2,,19.56,27.57,12.7,27.05,0.14,,18.16
2000-04-05,0.98,3.11,,19.75,27.45,11.54,26.38,0.18,,17.55
2000-04-06,0.94,3.21,,19.08,27.79,11.09,26.27,0.18,,17.99
2000-04-07,0.99,3.38,,18.87,27.45,11.2,27.2,0.2,,17.51
2000-04-10,0.94,3.17,,19.37,28.01,10.91,26.29,0.18,,17.22
2000-04-11,0.89,3.17,,19.94,27.33,11.44,25.62,0.17,,17.47
2000-04-12,0.82,2.82,,19.62,27.59,11.76,24.24,0.15,,17.6
2000-04-13,0.85,2.4,,19.43,26.85,11.45,24.21,0.14,,17.61
2000-04-14,0.84,2.34,,18.68,25.07,11.39,22.64,0.13,,17.33
2000-04-17,0.93,2.35,,19.75,24.99,11.76,23.17,0.14,,16.62
2000-04-18,0.95,2.75,,20.77,25.58,11.79,24.61,0.16,,16.77
2000-04-19,0.91,2.67,,20.96,24.79,11.92,24.03,0.15,,17.04
2000-04-20,0.89,2.62,,20.8,24.57,11.98,24.11,0.15,,17.39
2000-04-24,0.9,2.49,,21.37,23.76,12.03,20.35,0.15,,17.58
2000-04-25,0.96,2.62,,21.48,24.81,12.24,21.19,0.16,,17.83
2000-04-26,0.91,2.67,,21.09,24.29,11.98,20.77,0.16,,17.64
2000-04-27,0.95,2.64,,21.15,23.48,11.7,21.32,0.17,,17.76
2000-04-28,0.93,2.76,,21.02,22.92,11.45,21.3,0.17,,17.1
2000-05-01,0.93,3.0,,21.07,23.44,11.21,22.43,0.18,,17.17
2000-05-02,0.88,2.81,,21.45,24.19,11.21,21.34,0.17,,17.22
2000-05-03,0.86,2.71,,21.21,23.6,11.76,21.55,0.17,,17.06
2000-05-04,0.83,2.75,,21.17,23.28,11.76,21.51,0.17,,17.5
2000-05-05,0.85,2.92,,21.4,22.94,11.41,21.72,0.18,,17.61
2000-05-08,0.82,2.8,,22.36,22.88,11.76,21.32,0.17,,17.71
2000-05-09,0.79,2.81,,22.17,22.52,12.24,20.71,0.17,,17.48
2000-05-10,0.74,2.67,,21.79,21.85,12.8,20.22,0.15,,17.94
2000-05-11,0.77,2.74,,21.93,22.25,12.98,20.73,0.16,,18.35
2000-05-12,0.81,2.69,,21.79,22.76,12.67,21.02,0.15,,18.15
2000-05-15,0.76,2.8,,21.98,23.72,12.54,21.19,0.16,,18.51
2000-05-16,0.79,2.95,,22.25,23.6,11.86,21.23,0.18,,18.42
2000-05-17,0.76,3.05,,22.18,23.52,11.7,20.67,0.21,,18.01
2000-05-18,0.75,2.77,,22.55,23.88,11.98,20.22,0.2,,18.03
2000-05-19,0.7,2.63,,22.7,23.04,12.14,19.87,0.2,,18.09
2000-05-22,0.67,2.59,,22.22,22.94,12.29,19.6,0.21,,18.44
2000-05-23,0.64,2.33,,22.25,23.24,12.12,19.3,0.21,,18.37
2000-05-24,0.66,2.43,,23.0,22.76,12.77,20.02,0.2,,18.35
2000-05-25,0.65,2.28,,22.84,22.33,12.77,18.78,0.2,,18.02
2000-05-26,0.65,2.33,,22.54,22.41,13.23,18.76,0.2,,18.23
2000-05-30,0.66,2.59,,22.74,23.36,13.06,19.36,0.21,,18.48
2000-05-31,0.63,2.42,,22.89,23.74,12.94,19.11,0.22,,18.44
2000-06-01,0.67,2.51,,22.42,24.51,12.91,19.72,0.22,,18.35
2000-06-02,0.69,2.89,,21.48,25.64,12.74,20.25,0.25,,17.52
2000-06-05,0.68,2.72,,21.48,25.23,12.61,20.43,0.26,,17.55
2000-06-06,0.7,2.53,,21.51,24.47,12.56,21.27,0.24,,18.22
2000-06-07,0.72,2.59,,21.4,24.43,12.85,21.53,0.23,,17.95
2000-06-08,0.71,2.59,,21.71,24.31,12.8,21.02,0.23,,17.72
2000-06-09,0.72,2.61,,22.03,23.3,12.68,21.02,0.24,,17.52
2000-06-12,0.68,2.42,,21.68,23.17,12.76,20.43,0.24,,17.87
2000-06-13,0.71,2.45,,22.5,22.97,12.98,20.73,0.24,,17.97
2000-06-14,0.68,2.32,,22.95,23.87,12.89,21.53,0.24,,18.29
2000-06-15,0.69,2.32,,23.18,23.27,13.59,22.11,0.25,,18.24
2000-06-16,0.68,2.3,,22.9,21.66,13.5,22.16,0.29,,18.67
2000-06-19,0.72,2.27,,23.06,22.35,13.24,22.51,0.3,,18.6
2000-06-20,0.76,2.31,,22.65,22.85,12.87,22.89,0.3,,18.42
2000-06-21,0.83,2.3,,22.98,22.41,13.01,24.64,0.33,,18.58
2000-06-22,0.81,2.1,,22.65,22.11,13.65,24.4,0.31,,18.3
2000-06-23,0.77,1.69,,22.95,22.35,14.08,23.73,0.28,,18.4
2000-06-26,0.81,1.7,,24.42,22.67,14.35,24.28,0.32,,18.45
2000-06-27,0.78,1.83,,25.05,22.85,14.08,24.07,0.27,,18.16
2000-06-28,0.82,1.89,,25.08,22.43,14.6,24.11,0.26,,18.17
2000-06-29,0.77,1.86,,25.21,22.7,14.36,23.58,0.22,,17.97
2000-06-30,0.78,1.82,,26.05,21.96,13.97,24.43,0.24,,17.37
2000-07-03,0.8,1.85,,25.85,22.83,14.15,24.43,0.23,,17.6
2000-07-05,0.77,1.83,,25.83,22.92,14.29,23.98,0.21,,17.03
2000-07-06,0.78,1.8,,25.49,23.04,14.33,24.72,0.22,,17.3
2000-07-07,0.82,1.81,,25.51,24.03,14.29,25.05,0.22,,17.38
2000-07-10,0.86,1.75,,25.62,23.88,14.0,24.26,0.23,,17.29
2000-07-11,0.85,1.66,,25.62,24.33,13.66,24.17,0.25,,17.83
2000-07-12,0.88,1.75,,25.08,24.27,13.65,24.53,0.26,,17.4
2000-07-13,0.85,1.75,,24.36,24.36,14.09,24.42,0.28,,17.26
2000-07-14,0.86,2.13,,23.48,25.2,14.01,24.11,0.28,,17.16
2000-07-17,0.87,2.06,,24.13,24.98,13.95,23.88,0.28,,17.43
2000-07-18,0.86,2.09,,24.29,24.45,14.15,23.98,0.27,,17.3
2000-07-19,0.79,2.04,,23.83,24.33,14.71,22.33,0.26,,17.41
2000-07-20,0.83,2.02,,23.5,24.63,14.71,22.85,0.26,,17.29
2000-07-21,0.8,2.06,,23.59,25.32,14.8,22.09,0.27,,17.07
2000-07-24,0.73,1.94,,24.15,24.75,14.41,21.55,0.24,,17.1
2000-07-25,0.75,1.88,,23.91,24.6,14.41,21.07,0.23,,16.68
2000-07-26,0.75,1.8,,23.08,23.7,14.3,20.71,0.22,,16.86
2000-07-27,0.78,1.57,,23.49,23.94,14.7,21.19,0.2,,17.82
2000-07-28,0.72,1.5,,23.95,23.22,15.25,21.28,0.21,,17.7
2000-07-31,0.76,1.51,,23.8,23.91,14.91,21.32,0.23,,17.75
2000-08-01,0.74,1.51,,24.25,24.78,15.32,20.98,0.22,,17.7
2000-08-02,0.71,1.54,,24.68,24.69,15.31,21.19,0.23,,18.34
2000-08-03,0.72,1.58,,24.81,24.12,15.32,21.46,0.24,,18.02
2000-08-04,0.71,1.62,,24.69,25.17,15.11,21.11,0.24,,18.08
2000-08-07,0.72,1.69,,24.77,25.71,14.93,21.38,0.26,,17.9
2000-08-08,0.7,1.65,,24.72,25.68,14.82,22.64,0.26,,17.88
2000-08-09,0.71,1.54,,24.25,25.11,14.55,22.68,0.25,,17.94
2000-08-10,0.71,1.52,,24.91,24.9,14.84,22.18,0.25,,18.02
2000-08-11,0.71,1.68,,25.02,24.96,15.14,22.12,0.25,,18.11
2000-08-14,0.71,1.74,,24.89,25.32,15.34,22.05,0.25,,18.37
2000-08-15,0.7,1.88,,24.57,24.87,15.08,21.88,0.27,,18.09
2000-08-16,0.73,1.93,,25.02,24.18,14.76,21.69,0.28,,18.42
2000-08-17,0.77,1.91,,24.81,24.33,14.52,21.86,0.28,,18.65
2000-08-18,0.75,1.95,,24.74,24.36,14.67,21.69,0.29,,18.45
2000-08-21,0.76,1.88,,24.89,24.45,14.55,21.57,0.3,,18.58
2000-08-22,0.77,1.83,,25.08,25.32,14.11,21.76,0.27,,18.5
2000-08-23,0.81,1.94,,24.87,26.07,14.3,21.61,0.29,,18.8
2000-08-24,0.84,1.97,,24.7,25.56,14.09,21.72,0.29,,18.45
2000-08-25,0.85,2.0,,24.49,24.99,13.62,21.57,0.29,,18.45
2000-08-28,0.87,1.96,,24.31,25.29,13.86,21.78,0.3,,18.43
2000-08-29,0.89,1.98,,23.86,24.9,13.7,21.67,0.3,,18.36
2000-08-30,0.89,2.15,,23.41,25.56,13.19,21.38,0.3,,18.1
2000-08-31,0.91,2.08,,23.59,26.82,12.8,21.32,0.3,,18.17
2000-09-01,0.95,2.08,,23.77,27.03,13.19,21.44,0.3,,18.36
2000-09-05,0.94,2.28,,23.93,27.42,13.7,21.42,0.3,,18.55
2000-09-06,0.88,2.29,,23.93,26.88,13.21,21.21,0.28,,18.47
2000-09-07,0.93,2.17,,23.97,27.48,13.13,21.4,0.3,,18.64
2000-09-08,0.88,2.15,,24.24,27.75,13.27,21.17,0.28,,18.58
2000-09-11,0.88,2.12,,24.38,27.6,12.89,21.02,0.27,,18.91
2000-09-12,0.87,2.13,,24.79,25.35,13.01,20.81,0.27,,19.08
2000-09-13,0.87,2.12,,25.05,24.33,12.81,20.85,0.27,,19.09
2000-09-14,0.85,2.24,,24.62,24.0,12.44,20.1,0.27,,18.97
2000-09-15,0.83,2.18,,24.38,23.58,12.4,19.6,0.27,,19.58
2000-09-18,0.91,2.14,,23.64,22.35,12.96,19.24,0.25,,19.95
2000-09-19,0.9,2.04,,23.56,22.5,12.9,19.85,0.26,,19.58
2000-09-20,0.91,1.88,,23.37,22.32,12.26,19.62,0.25,,19.25
2000-09-21,0.85,2.0,,24.18,21.42,12.09,19.6,0.27,,19.21
2000-09-22,0.78,2.07,,24.6,22.68,12.9,19.32,0.27,,19.25
2000-09-25,0.8,2.02,,24.6,22.56,13.07,18.71,0.29,,19.1
2000-09-26,0.77,1.99,,24.25,22.11,13.4,19.15,0.3,,19.28
2000-09-27,0.73,1.89,,24.4,21.84,13.57,18.52,0.31,,19.86
2000-09-28,0.8,2.0,,23.96,22.5,13.53,18.73,0.32,,19.83
2000-09-29,0.39,1.92,,24.1,22.17,13.45,18.42,0.31,,19.83
2000-10-02,0.36,1.79,,23.91,22.8,13.91,18.06,0.31,,20.35
2000-10-03,0.33,1.75,,23.73,22.44,13.74,17.28,0.29,,20.21
2000-10-04,0.35,1.8,,23.17,22.02,13.97,16.93,0.29,,19.86
2000-10-05,0.33,1.68,,23.88,21.48,14.42,16.91,0.28,,19.85
2000-10-06,0.33,1.58,,23.69,20.72,14.26,16.97,0.26,,19.9
2000-10-09,0.33,1.5,,23.43,20.33,14.1,16.55,0.27,,20.28
2000-10-10,0.31,1.52,,24.28,19.73,14.2,16.66,0.25,,20.76
2000-10-11,0.29,1.39,,24.63,19.67,14.29,17.03,0.25,,20.86
2000-10-12,0.3,1.26,,24.89,18.28,13.97,16.61,0.24,,20.94
2000-10-13,0.33,1.42,,24.58,19.18,13.95,16.42,0.25,,20.14
2000-10-16,0.32,1.22,,24.87,19.12,14.3,15.39,0.24,,19.54
2000-10-17,0.3,1.1,,24.9,18.34,14.14,15.41,0.23,,19.54
2000-10-18,0.3,1.26,,24.18,17.82,14.2,15.81,0.22,,19.26
2000-10-19,0.28,1.39,,23.54,18.82,13.94,18.9,0.24,,19.25
2000-10-20,0.29,1.54,,23.57,18.55,13.37,19.91,0.27,,19.68
2000-10-23,0.31,1.5,,23.49,18.55,13.49,18.97,0.26,,19.82
2000-10-24,0.28,1.48,,23.53,19.36,13.69,18.78,0.25,,19.3
2000-10-25,0.28,1.59,,24.1,19.33,14.14,18.71,0.23,,19.4
2000-10-26,0.28,1.84,,23.89,19.33,14.32,19.68,0.24,,19.53
2000-10-27,0.28,1.78,,23.8,20.63,14.38,20.67,0.23,,19.48
2000-10-30,0.29,1.64,,24.21,21.15,14.61,21.09,0.22,,19.9
2000-10-31,0.29,1.83,,23.64,21.99,14.73,21.04,0.24,,19.85
2000-11-01,0.31,1.87,,23.35,22.08,14.85,21.27,0.24,,20.49
2000-11-02,0.33,1.99,,23.06,21.99,14.82,21.48,0.26,,19.62
2000-11-03,0.33,1.88,,23.53,21.48,14.47,20.85,0.27,,19.47
2000-11-06,0.32,1.83,,23.62,21.99,14.76,21.23,0.29,,19.73
2000-11-07,0.32,1.85,,23.64,21.72,14.65,21.53,0.27,,19.8
2000-11-08,0.3,1.69,,23.97,21.06,14.68,21.21,0.27,,20.18
2000-11-09,0.3,1.56,,24.01,21.33,15.2,21.65,0.24,,20.1
2000-11-10,0.29,1.5,,24.23,20.69,15.1,20.58,0.22,,20.03
2000-11-13,0.29,1.39,,23.88,20.36,14.9,20.29,0.23,,20.11
2000-11-14,0.3,1.45,,24.28,20.57,14.78,21.02,0.27,,20.1
2000-11-15,0.3,1.48,,24.38,19.7,14.96,21.4,0.26,,20.21
2000-11-16,0.28,1.39,,24.17,19.76,15.11,21.06,0.25,,20.28
2000-11-17,0.28,1.37,,24.49,19.15,14.99,21.09,0.24,,20.19
2000-11-20,0.28,1.29,,24.76,18.64,13.8,20.52,0.22,,20.43
2000-11-21,0.28,1.21,,25.17,18.7,13.48,20.69,0.22,,20.82
2000-11-22,0.28,1.26,,24.84,18.1,14.53,20.85,0.21,,21.07
2000-11-24,0.29,1.45,,24.47,18.91,14.39,21.36,0.22,,21.12
2000-11-27,0.28,1.4,,25.07,19.03,14.53,21.59,0.21,,20.82
2000-11-28,0.27,1.25,,25.78,18.37,14.75,20.46,0.2,,20.81
2000-11-29,0.26,1.35,,25.81,18.34,15.2,19.87,0.18,,19.89
2000-11-30,0.25,1.23,,25.75,17.82,15.32,17.52,0.15,,19.68
2000-12-01,0.26,1.23,,25.17,18.04,15.21,17.29,0.17,,19.86
2000-12-04,0.25,1.33,,25.63,18.34,15.35,17.24,0.17,,20.28
2000-12-05,0.25,1.27,,25.62,19.97,15.03,18.29,0.18,,19.76
2000-12-06,0.21,1.18,,24.75,19.36,14.89,17.31,0.16,,19.29
2000-12-07,0.21,1.07,,24.99,18.94,15.26,16.23,0.15,,19.68
2000-12-08,0.23,1.17,,24.81,19.33,14.89,16.63,0.19,,19.79
2000-12-11,0.23,1.27,,24.62,20.54,14.27,17.73,0.19,,19.17
2000-12-12,0.23,1.29,,24.97,20.78,14.19,17.83,0.18,,19.36
2000-12-13,0.22,1.19,,25.41,21.51,14.14,17.49,0.17,,19.61
2000-12-14,0.22,1.13,,25.55,20.72,13.95,16.95,0.16,,19.12
2000-12-15,0.21,1.14,,25.38,21.24,13.09,15.02,0.14,,18.81
2000-12-18,0.21,0.99,,25.38,21.93,13.43,14.6,0.15,,19.31
2000-12-19,0.21,0.91,,25.54,21.66,13.88,13.69,0.14,,19.49
2000-12-20,0.22,0.83,,25.91,21.03,13.76,12.68,0.12,,19.05
2000-12-21,0.21,0.76,,26.0,21.84,14.53,13.27,0.11,,18.95
2000-12-22,0.22,0.78,,26.13,22.05,14.4,14.18,0.13,,19.41
2000-12-26,0.22,0.85,,26.36,22.11,14.68,14.32,0.13,,19.8
2000-12-27,0.22,0.84,,26.52,22.42,14.82,14.18,0.14,,19.62
2000-12-28,0.22,0.87,,26.97,22.69,14.94,13.61,0.14,,19.43
2000-12-29,0.22,0.78,,27.05,21.96,14.91,13.25,0.13,,19.44
2001-01-02,0.22,0.69,,26.26,21.27,14.88,13.25,0.11,,19.93
2001-01-03,0.25,0.88,,25.42,24.65,14.5,14.64,0.15,,19.06
2001-01-04,0.26,0.77,,24.88,25.32,14.08,14.79,0.17,,18.53
2001-01-05,0.25,0.73,,25.2,23.83,14.11,15.0,0.14,,18.61
2001-01-08,0.25,0.75,,25.17,23.98,14.34,14.95,0.16,,18.53
2001-01-09,0.26,0.82,,25.34,23.71,14.53,15.82,0.16,,18.33
2001-01-10,0.25,0.82,,24.68,24.8,14.47,16.15,0.17,,18.11
2001-01-11,0.27,0.85,,23.8,26.35,14.04,16.8,0.18,,18.28
2001-01-12,0.26,0.88,,24.35,25.96,13.85,16.34,0.18,,18.52
2001-01-16,0.26,0.9,,24.25,25.9,13.95,16.05,0.17,,18.29
2001-01-17,0.25,0.92,,23.61,25.81,14.18,16.17,0.17,,17.94
2001-01-18,0.28,0.98,,24.2,25.04,13.98,16.95,0.2,,17.69
2001-01-19,0.29,1.0,,24.23,24.62,13.66,18.63,0.2,,17.76
2001-01-22,0.29,0.93,,24.28,24.77,13.62,18.36,0.19,,17.94
2001-01-23,0.31,0.95,,23.86,25.17,13.92,18.5,0.21,,18.29
2001-01-24,0.31,1.09,,23.32,25.93,14.21,19.22,0.21,,18.25
2001-01-25,0.3,0.95,,23.62,25.84,14.34,18.88,0.19,,18.45
2001-01-26,0.29,0.98,,23.67,26.38,14.18,19.55,0.19,,18.11
2001-01-29,0.32,1.01,,23.58,26.84,13.98,19.7,0.2,,17.93
2001-01-30,0.33,0.95,,23.58,27.26,14.17,19.36,0.2,,18.33
2001-01-31,0.32,0.87,,23.98,26.77,14.19,18.65,0.2,,18.82
2001-02-01,0.32,0.81,,24.17,27.19,14.05,19.05,0.2,,18.67
2001-02-02,0.31,0.72,,24.48,26.6,14.13,18.57,0.18,,18.56
2001-02-05,0.3,0.72,,24.18,26.58,14.48,18.92,0.18,,18.96
2001-02-06,0.32,0.79,,24.05,25.46,14.54,19.11,0.18,,18.86
2001-02-07,0.31,0.75,,24.43,25.48,14.68,19.76,0.17,,18.96
2001-02-08,0.31,0.72,,24.36,25.16,14.83,19.01,0.17,,18.99
2001-02-09,0.29,0.67,,24.45,25.29,14.71,18.06,0.17,,19.3
2001-02-12,0.29,0.73,,25.26,25.59,14.88,17.94,0.16,,19.28
2001-02-13,0.29,0.69,,24.95,24.9,14.67,17.77,0.17,,19.06
2001-02-14,0.29,0.72,,24.63,24.92,14.56,17.83,0.18,,18.86
2001-02-15,0.3,0.73,,24.33,24.89,14.28,17.96,0.22,,18.54
2001-02-16,0.28,0.68,,24.42,25.31,14.52,17.5,0.23,,18.89
2001-02-20,0.27,0.62,,24.81,24.32,14.31,17.07,0.2,,18.84
2001-02-21,0.28,0.6,,25.03,23.05,13.44,17.18,0.21,,18.77
2001-02-22,0.28,0.6,,24.93,23.52,12.96,16.86,0.22,,18.93
2001-02-23,0.28,0.59,,24.67,22.91,12.72,17.33,0.21,,18.77
2001-02-26,0.29,0.6,,24.73,23.64,12.84,18.19,0.2,,18.84
2001-02-27,0.29,0.59,,24.79,23.18,12.72,18.13,0.19,,18.5
2001-02-28,0.27,0.51,,25.14,22.72,12.97,18.02,0.17,,18.22
2001-03-01,0.28,0.52,,25.59,22.45,12.89,18.13,0.18,,18.3
2001-03-02,0.29,0.5,,25.61,22.3,12.86,17.31,0.17,,18.7
2001-03-05,0.31,0.63,,25.44,22.77,12.28,17.54,0.17,,18.85
2001-03-06,0.32,0.59,,25.01,23.35,12.18,18.15,0.18,,18.79
2001-03-07,0.32,0.61,,24.49,24.47,12.34,18.54,0.2,,18.93
2001-03-08,0.31,0.58,,25.28,24.46,12.58,18.1,0.21,,19.3
2001-03-09,0.3,0.61,,24.98,23.83,12.6,17.31,0.19,,19.33
2001-03-12,0.28,0.53,,24.53,22.15,12.26,15.86,0.18,,18.83
2001-03-13,0.29,0.55,,24.32,23.08,11.97,16.55,0.21,,18.72
2001-03-14,0.31,0.53,,24.09,21.3,11.71,16.49,0.22,,18.57
2001-03-15,0.29,0.54,,24.11,22.04,11.7,16.4,0.23,,18.64
2001-03-16,0.29,0.55,,23.76,21.71,11.95,16.66,0.23,,18.36
2001-03-19,0.31,0.52,,23.75,21.98,11.88,16.59,0.24,,18.26
2001-03-20,0.29,0.51,,23.46,20.74,11.65,16.09,0.22,,18.13
2001-03-21,0.3,0.5,,22.53,19.57,11.11,15.29,0.23,,17.94
2001-03-22,0.32,0.51,,22.68,18.95,11.23,16.49,0.26,,17.46
2001-03-23,0.34,0.51,,22.79,20.31,11.17,17.28,0.26,,17.28
2001-03-26,0.33,0.55,,22.06,20.5,11.02,17.12,0.27,,17.59
2001-03-27,0.34,0.58,,21.51,21.11,11.44,17.79,0.26,,18.13
2001-03-28,0.33,0.54,,22.29,20.72,11.28,16.97,0.26,,17.68
2001-03-29,0.34,0.5,,22.83,20.94,10.93,16.91,0.26,,17.6
2001-03-30,0.33,0.51,,22.6,21.86,11.09,16.7,0.25,,18.21
2001-04-02,0.32,0.46,,22.56,21.72,11.26,17.05,0.24,,17.89
2001-04-03,0.3,0.43,,22.24,20.25,10.97,16.3,0.25,,17.51
2001-04-04,0.29,0.42,,22.45,19.88,11.11,15.86,0.22,,17.69
2001-04-05,0.31,0.46,,22.96,20.86,11.12,17.33,0.24,,18.19
2001-04-06,0.31,0.42,,23.35,19.83,11.05,17.16,0.24,,18.45
2001-04-09,0.31,0.56,,23.57,19.84,10.78,17.46,0.23,,18.55
2001-04-10,0.33,0.6,,23.77,21.26,10.72,18.23,0.25,,18.88
2001-04-11,0.33,0.67,,23.47,21.96,10.84,18.34,0.26,,18.42
2001-04-12,0.34,0.73,,23.49,22.27,10.94,18.99,0.27,,18.43
2001-04-16,0.32,0.7,,23.92,22.34,11.15,18.57,0.26,,19.0
2001-04-17,0.31,0.74,,24.4,22.27,11.22,18.78,0.27,,19.04
2001-04-18,0.34,0.83,,24.27,24.1,11.48,19.98,0.3,,19.13
2001-04-19,0.39,0.8,,23.99,23.96,11.66,20.78,0.32,,18.98
2001-04-20,0.38,0.79,,23.79,23.47,11.54,21.07,0.33,,19.14
2001-04-23,0.36,0.81,,23.74,23.22,11.65,20.85,0.31,,19.78
2001-04-24,0.36,0.78,,23.9,23.27,11.64,20.63,0.29,,19.67
2001-04-25,0.37,0.8,,24.28,23.31,11.84,21.29,0.31,,20.02
2001-04-26,0.37,0.77,,24.68,23.81,11.52,21.11,0.28,,19.97
2001-04-27,0.39,0.76,,24.64,24.47,11.54,20.5,0.3,,20.02
2001-04-30,0.38,0.79,,24.92,23.55,11.34,20.69,0.32,,19.91
2001-05-01,0.39,0.84,,25.01,23.92,11.7,21.43,0.35,,19.96
2001-05-02,0.4,0.86,,25.19,24.33,11.68,21.31,0.34,,19.44
2001-05-03,0.37,0.84,,25.0,24.05,11.48,20.93,0.34,,19.35
2001-05-04,0.39,0.88,,25.25,24.84,11.5,21.61,0.34,,19.68
2001-05-07,0.37,0.85,,25.34,24.15,11.5,21.8,0.36,,19.82
2001-05-08,0.37,0.81,,25.3,23.44,11.43,22.01,0.33,,19.95
