Date,AAPL,AMZN,GOOGL,JNJ,JPM,KO,MSFT,NVDA,TSLA,XOM
2011-10-24,12.16,11.88,14.81,43.0,23.52,21.86,21.14,0.34,1.9,45.6
2011-10-25,11.92,11.36,14.48,42.31,22.78,21.56,20.84,0.33,1.88,45.18
2011-10-26,12.0,9.92,14.56,42.84,23.25,21.73,20.67,0.34,1.87,46.11
2011-10-27,12.13,10.34,14.87,43.51,25.18,22.08,21.18,0.35,1.92,46.57
2011-10-28,12.13,10.87,14.91,43.58,24.96,22.2,20.97,0.36,1.99,46.34
2011-10-31,12.13,10.68,14.72,42.78,23.65,22.0,20.7,0.34,1.96,44.42
2011-11-01,11.88,10.6,14.37,42.1,22.25,21.59,20.2,0.32,1.93,43.19
2011-11-02,11.91,10.78,14.53,42.28,22.88,21.83,20.22,0.32,1.91,44.01
2011-11-03,12.08,10.91,14.84,42.74,23.39,22.11,20.62,0.34,2.16,44.85
2011-11-04,11.99,10.82,14.81,42.6,23.11,21.83,20.4,0.34,2.15,44.66
2011-11-07,11.98,10.85,15.11,42.52,23.29,21.97,20.83,0.34,2.08,45.13
2011-11-08,12.17,10.9,15.21,43.09,23.82,22.11,21.11,0.35,2.12,45.64
2011-11-09,11.84,10.56,14.93,42.2,22.14,21.59,20.37,0.33,2.06,44.28
2011-11-10,11.54,10.54,14.78,42.6,22.27,21.7,20.43,0.33,2.09,45.03
2011-11-11,11.52,10.87,15.11,43.35,22.64,21.94,20.92,0.34,2.24,45.61
2011-11-14,11.36,10.95,15.23,43.12,22.14,21.83,20.8,0.34,2.21,45.18
2011-11-15,11.65,10.89,15.31,43.17,22.25,21.9,20.94,0.34,2.26,45.25
2011-11-16,11.53,10.6,15.19,42.78,21.41,21.58,20.42,0.33,2.33,44.77
2011-11-17,11.31,10.23,14.92,42.48,20.74,21.46,20.0,0.32,2.25,44.55
2011-11-18,11.23,9.86,14.78,42.42,20.83,21.7,19.81,0.32,2.17,44.57
2011-11-21,11.06,9.46,14.43,41.81,20.35,21.24,19.58,0.34,2.12,44.0
2011-11-22,11.28,9.62,14.41,41.79,20.01,21.25,19.41,0.35,2.14,43.5
2011-11-23,11.0,9.45,14.16,41.18,19.31,20.89,19.16,0.33,2.1,42.67
2011-11-25,10.89,9.12,13.98,41.08,19.37,20.85,19.03,0.32,2.11,42.28
2011-11-28,11.27,9.71,14.61,41.82,19.84,20.99,19.48,0.34,2.17,43.39
2011-11-29,11.18,9.42,14.48,42.09,19.43,21.47,19.45,0.34,2.12,44.02
2011-11-30,11.45,9.61,14.89,43.39,21.07,21.81,20.03,0.36,2.18,46.02
2011-12-01,11.62,9.86,15.24,43.21,20.72,21.68,19.8,0.36,2.17,45.65
2011-12-02,11.68,9.8,15.41,42.56,21.99,21.53,19.75,0.36,2.22,45.65
2011-12-05,11.78,9.81,15.54,42.48,22.8,21.51,20.13,0.35,2.29,46.03
2011-12-06,11.71,9.6,15.49,42.57,22.61,21.63,20.1,0.35,2.32,46.24
2011-12-07,11.66,9.77,15.48,43.21,23.13,21.66,20.05,0.35,2.28,46.39
2011-12-08,11.71,9.52,15.3,42.76,21.92,21.65,19.89,0.34,2.06,45.7
2011-12-09,11.79,9.65,15.58,43.27,22.57,21.92,20.13,0.34,2.07,46.54
2011-12-12,11.74,9.48,15.53,42.58,21.8,21.7,19.98,0.33,2.03,45.8
2011-12-13,11.65,9.03,15.54,42.48,21.29,21.57,20.17,0.32,1.96,46.08
2011-12-14,11.39,9.01,15.35,42.36,21.44,21.49,20.04,0.31,1.9,45.45
2011-12-15,11.35,9.06,15.39,42.91,21.61,21.7,20.02,0.31,1.91,45.79
2011-12-16,11.42,9.06,15.55,43.11,21.69,21.88,20.36,0.31,1.87,45.86
2011-12-19,11.45,8.97,15.44,42.6,20.88,21.86,19.99,0.3,1.85,45.5
2011-12-20,11.86,9.13,15.66,43.26,21.91,22.19,20.39,0.32,1.86,46.92
2011-12-21,11.88,8.72,15.54,43.55,21.99,22.57,20.17,0.31,1.84,47.56
2011-12-22,11.94,8.95,15.64,43.7,22.76,22.45,20.21,0.33,1.85,48.23
2011-12-23,12.08,8.86,15.73,44.24,22.84,22.69,20.39,0.32,1.86,48.76
2011-12-27,12.18,8.81,15.9,44.27,22.47,22.67,20.39,0.32,1.9,48.79
2011-12-28,12.06,8.69,15.89,43.88,22.21,22.55,20.22,0.31,1.9,48.16
2011-12-29,12.14,8.69,15.96,44.17,22.73,22.76,20.38,0.32,1.92,48.79
2011-12-30,12.14,8.65,16.04,43.97,22.62,22.7,20.33,0.32,1.9,48.5
2012-01-03,12.32,8.95,16.53,44.17,23.8,22.75,20.97,0.32,1.87,49.21
2012-01-04,12.39,8.88,16.6,43.9,23.95,22.61,21.46,0.33,1.85,49.22
2012-01-05,12.53,8.88,16.37,43.85,24.45,22.5,21.68,0.34,1.81,49.07
2012-01-06,12.66,9.13,16.14,43.47,24.23,22.36,22.01,0.33,1.79,48.7
2012-01-09,12.64,8.93,15.46,43.53,24.19,22.36,21.73,0.33,1.82,48.92
2012-01-10,12.68,8.97,15.48,43.72,24.7,22.49,21.8,0.33,1.84,49.05
2012-01-11,12.66,8.94,15.55,43.67,25.12,22.08,21.71,0.33,1.88,48.68
2012-01-12,12.63,8.8,15.64,43.74,25.25,21.92,21.93,0.32,1.88,48.48
2012-01-13,12.58,8.92,15.52,43.76,24.61,21.73,22.12,0.31,1.52,48.56
2012-01-17,12.73,9.08,15.61,43.66,23.92,21.85,22.13,0.31,1.77,49.03
2012-01-18,12.86,9.47,15.72,43.77,25.04,21.93,22.11,0.32,1.79,49.46
2012-01-19,12.82,9.72,15.89,43.71,25.3,21.88,22.02,0.33,1.78,49.8
2012-01-20,12.59,9.55,14.55,43.76,25.6,22.09,23.27,0.33,1.77,50.06
2012-01-23,12.81,9.3,14.54,43.58,25.8,22.23,23.28,0.33,1.78,50.05
2012-01-24,12.6,9.35,14.43,43.58,25.8,22.03,22.98,0.34,1.83,49.88
2012-01-25,13.38,9.39,14.14,43.73,25.76,22.2,23.15,0.34,1.86,49.9
2012-01-26,13.32,9.67,14.11,44.05,25.69,22.06,23.1,0.34,1.93,49.65
2012-01-27,13.4,9.77,14.41,43.96,25.5,21.88,22.89,0.34,1.96,49.11
2012-01-30,13.57,9.61,14.35,44.06,25.36,21.88,23.19,0.34,1.97,48.91
2012-01-31,13.68,9.72,14.41,44.19,25.56,21.91,23.13,0.34,1.94,47.91
2012-02-01,13.67,8.97,14.43,44.04,25.76,22.01,23.41,0.34,1.97,48.04
2012-02-02,13.64,9.09,14.53,43.98,25.73,22.0,23.46,0.36,2.02,47.79
2012-02-03,13.77,9.38,14.81,44.01,26.23,22.09,23.68,0.36,2.08,48.59
2012-02-06,13.9,9.16,15.13,43.71,26.13,22.07,23.65,0.36,2.12,49.06
2012-02-07,14.05,9.21,15.07,43.76,25.95,22.24,23.77,0.36,2.11,49.4
2012-02-08,14.28,9.27,15.15,43.74,26.24,22.17,24.01,0.37,2.13,49.08
2012-02-09,14.78,9.25,15.19,43.51,25.94,22.05,24.1,0.37,2.17,48.83
2012-02-10,14.78,9.28,15.05,43.31,25.77,22.04,23.89,0.36,2.07,48.21
2012-02-13,15.06,9.58,15.21,43.37,26.24,22.2,23.95,0.37,2.1,48.57
2012-02-14,15.26,9.56,15.14,43.32,25.98,22.35,23.85,0.37,2.21,48.71
2012-02-15,14.91,9.22,15.04,43.35,25.63,22.19,23.69,0.37,2.24,48.39
2012-02-16,15.05,9.0,15.06,43.53,26.04,22.34,24.67,0.38,2.28,49.14
2012-02-17,15.05,9.12,15.02,43.58,26.36,22.4,24.64,0.36,2.33,49.26
2012-02-21,15.43,9.11,15.25,43.61,26.35,22.33,24.78,0.37,2.3,49.8
2012-02-22,15.37,9.03,15.1,43.58,26.08,22.46,24.65,0.36,2.28,50.0
2012-02-23,15.47,8.94,15.05,43.65,26.37,22.44,24.73,0.36,2.3,50.06
2012-02-24,15.65,8.96,15.15,43.6,26.23,22.38,24.82,0.36,2.25,50.25
2012-02-27,15.75,8.93,15.13,43.59,26.76,22.33,24.71,0.35,2.24,50.18
2012-02-28,16.04,9.19,15.36,44.09,26.87,22.34,25.12,0.35,2.25,50.13
2012-02-29,16.25,8.98,15.36,44.02,26.89,22.66,25.02,0.35,2.23,49.76
2012-03-01,16.31,9.0,15.46,43.85,27.66,22.58,25.46,0.35,2.29,49.95
2012-03-02,16.34,8.97,15.43,43.81,27.84,22.44,25.29,0.35,2.27,49.66
2012-03-05,15.98,9.01,15.26,43.91,27.68,22.46,25.07,0.34,2.25,50.06
2012-03-06,15.89,9.05,15.03,43.53,26.94,22.31,24.88,0.34,2.21,49.39
2012-03-07,15.9,9.19,15.07,43.49,27.37,22.32,25.1,0.34,2.21,49.38
2012-03-08,16.24,9.38,15.08,43.87,27.71,22.47,25.23,0.34,2.2,48.8
2012-03-09,16.33,9.22,14.91,43.79,28.11,22.55,25.22,0.34,2.32,48.5
2012-03-12,16.54,9.17,15.03,44.03,27.78,22.76,25.26,0.33,2.4,49.22
2012-03-13,17.02,9.23,15.34,44.19,29.73,22.96,25.75,0.34,2.41,49.97
2012-03-14,17.67,9.11,15.3,44.02,29.86,22.95,25.83,0.33,2.35,49.49
2012-03-15,17.55,9.22,15.43,44.01,30.63,22.98,25.9,0.33,2.33,49.53
2012-03-16,17.55,9.25,15.52,44.05,30.54,22.93,25.7,0.33,2.35,49.73
2012-03-19,18.01,9.28,15.75,44.11,30.83,23.01,25.38,0.34,2.33,50.04
2012-03-20,18.16,9.62,15.73,43.94,31.09,23.07,25.22,0.33,2.33,49.82
2012-03-21,18.05,9.59,15.9,43.8,30.92,23.24,25.16,0.33,2.34,49.48
2012-03-22,17.96,9.62,16.05,43.6,30.59,23.34,25.23,0.33,2.29,49.09
2012-03-23,17.86,9.75,15.96,43.66,30.94,23.36,25.23,0.33,2.27,49.22
2012-03-26,18.19,10.14,16.13,44.08,31.63,23.5,25.69,0.34,2.49,50.07
2012-03-27,18.41,10.27,16.07,44.24,31.44,23.49,25.64,0.34,2.53,49.83
2012-03-28,18.51,10.06,16.29,44.39,31.7,23.74,25.38,0.35,2.52,49.39
2012-03-29,18.27,10.23,16.1,44.33,31.29,24.12,25.32,0.35,2.49,49.52
2012-03-30,17.96,10.13,15.93,44.62,31.5,24.18,25.43,0.35,2.48,49.89
2012-04-02,18.54,9.9,16.07,44.79,31.61,24.23,25.46,0.35,2.44,50.09
2012-04-03,18.86,9.98,15.96,44.56,31.32,24.1,25.18,0.35,2.53,49.38
2012-04-04,18.71,9.7,15.78,44.23,30.63,24.01,24.6,0.34,2.33,48.89
2012-04-05,18.99,9.72,15.71,44.2,30.58,24.01,24.85,0.34,2.3,48.8
2012-04-09,19.06,9.59,15.67,43.91,30.27,23.81,24.52,0.33,2.21,48.26
2012-04-10,18.83,9.35,15.57,43.43,29.63,23.53,24.02,0.32,2.16,47.27
2012-04-11,18.76,9.4,15.8,43.38,30.35,23.57,23.93,0.33,2.21,47.58
2012-04-12,18.66,9.53,16.17,43.39,30.92,23.6,24.42,0.34,2.23,48.09
2012-04-13,18.13,9.42,15.51,42.98,29.8,23.51,24.29,0.32,2.24,47.72
2012-04-16,17.38,9.27,15.05,43.28,29.88,23.67,24.5,0.32,2.15,48.33
2012-04-17,18.27,9.42,15.14,43.44,30.28,24.17,24.78,0.32,2.15,49.16
2012-04-18,18.23,9.55,15.09,42.79,29.86,24.24,24.55,0.32,2.18,49.33
2012-04-19,17.6,9.56,14.89,42.63,29.81,24.12,24.45,0.31,2.21,49.06
2012-04-20,17.17,9.5,14.8,43.09,29.46,24.22,25.56,0.31,2.21,49.07
2012-04-23,17.13,9.41,14.84,42.86,29.55,24.08,25.32,0.3,2.13,49.3
2012-04-24,16.79,9.52,14.93,43.13,29.85,24.22,25.16,0.29,2.12,49.65
2012-04-25,18.28,9.72,15.14,43.58,29.77,24.49,25.38,0.3,2.19,49.96
2012-04-26,18.21,9.8,15.29,43.8,30.21,24.74,25.31,0.3,2.23,49.52
2012-04-27,18.07,11.34,15.27,43.86,29.89,25.04,25.21,0.3,2.22,49.52
2012-04-30,17.5,11.6,15.02,44.03,29.64,24.94,25.24,0.3,2.21,49.67
2012-05-01,17.44,11.5,15.01,44.12,30.2,25.14,25.23,0.3,2.25,50.07
2012-05-02,17.56,11.51,15.08,44.19,29.79,25.21,25.07,0.29,2.26,49.59
2012-05-03,17.43,11.47,15.18,44.2,29.66,25.31,25.04,0.29,2.16,49.27
2012-05-04,16.94,11.2,14.83,43.79,28.79,25.16,24.42,0.28,2.12,48.65
2012-05-07,17.06,11.26,15.09,43.83,28.81,25.25,24.16,0.29,2.16,48.6
2012-05-08,17.02,11.19,15.22,43.95,28.54,25.21,24.04,0.29,2.01,48.34
2012-05-09,17.05,11.15,15.13,43.48,28.03,25.09,24.25,0.29,2.0,47.93
2012-05-10,17.09,11.33,15.24,43.68,28.1,25.3,24.23,0.28,2.2,47.99
2012-05-11,16.98,11.38,15.03,43.52,25.49,25.32,24.56,0.3,2.15,48.14
2012-05-14,16.73,11.15,15.0,43.24,24.68,25.12,24.19,0.3,2.0,47.57
2012-05-15,16.57,11.22,15.18,43.03,24.99,25.02,23.97,0.3,1.96,47.38
2012-05-16,16.36,11.2,15.62,43.09,24.46,24.94,23.73,0.29,1.95,47.6
2012-05-17,15.88,10.92,15.47,42.99,23.4,24.55,23.58,0.29,1.9,47.45
2012-05-18,15.89,10.69,14.91,42.85,23.1,24.2,23.23,0.28,1.84,47.19
2012-05-21,16.82,10.91,15.25,42.93,22.42,24.35,23.61,0.28,1.92,47.52
2012-05-22,16.69,10.77,14.92,42.97,23.46,24.24,23.61,0.28,2.05,47.47
2012-05-23,17.1,10.86,15.14,42.8,23.63,24.36,23.1,0.29,2.07,47.52
2012-05-24,16.94,10.76,14.99,43.1,23.43,24.69,23.07,0.28,2.02,47.85
2012-05-25,16.85,10.64,14.69,42.69,23.1,24.58,23.06,0.28,1.99,47.55
2012-05-29,17.15,10.74,14.76,42.75,23.19,24.66,23.46,0.29,2.11,47.46
2012-05-30,17.35,10.46,14.61,42.49,22.73,24.53,23.28,0.29,2.03,46.22
2012-05-31,17.31,10.65,14.43,42.64,22.86,24.42,23.16,0.28,1.97,45.55
2012-06-01,16.81,10.41,14.18,42.2,22.02,23.88,22.58,0.27,1.88,45.14
2012-06-04,16.91,10.73,14.37,42.58,21.38,24.06,22.65,0.27,1.86,45.08
2012-06-05,16.86,10.66,14.17,42.49,22.06,23.93,22.62,0.28,1.86,44.95
2012-06-06,17.12,10.88,14.42,42.89,22.81,24.38,23.29,0.28,1.95,46.44
2012-06-07,17.13,10.94,14.36,42.89,22.63,24.27,23.19,0.27,1.93,46.74
2012-06-08,17.39,10.92,14.42,43.02,23.23,24.59,23.53,0.28,2.01,46.83
2012-06-11,17.11,10.82,14.12,42.43,22.63,24.4,22.93,0.28,1.94,46.5
2012-06-12,17.26,10.82,14.04,43.08,23.29,24.57,23.24,0.29,1.98,47.07
2012-06-13,17.14,10.74,13.94,44.02,23.66,24.57,23.11,0.28,1.98,46.71
2012-06-14,17.12,10.72,13.89,44.7,23.9,24.92,23.28,0.28,1.96,47.57
2012-06-15,17.2,10.92,14.02,45.08,24.16,25.03,23.82,0.28,1.99,48.21
2012-06-18,17.55,11.13,14.18,45.28,23.88,25.0,23.68,0.28,2.12,48.14
2012-06-19,17.6,11.2,14.44,45.57,24.4,24.92,24.36,0.3,2.14,48.94
2012-06-20,17.55,11.15,14.34,45.76,25.14,24.86,24.54,0.31,2.25,49.22
2012-06-21,17.31,11.03,14.04,45.34,24.49,24.57,23.92,0.29,2.15,47.56
2012-06-22,17.44,11.11,14.19,45.51,24.82,24.66,24.36,0.3,2.25,47.56
2012-06-25,17.1,11.0,13.93,45.42,24.36,24.6,23.7,0.29,2.21,47.06
2012-06-26,17.14,11.28,14.03,45.36,24.63,24.7,23.82,0.29,2.11,47.73
2012-06-27,17.21,11.28,14.14,45.65,25.37,25.12,23.94,0.3,2.13,48.19
2012-06-28,17.05,11.07,14.02,45.72,24.74,25.19,23.73,0.3,2.09,48.14
2012-06-29,17.5,11.42,14.41,46.14,24.64,25.73,24.27,0.32,2.09,49.57
2012-07-02,17.75,11.47,14.42,46.44,25.02,25.97,24.25,0.31,2.03,49.43
2012-07-03,17.96,11.48,14.6,46.47,24.95,26.04,24.41,0.32,2.04,49.98
2012-07-05,18.28,11.35,14.8,46.29,23.91,25.81,24.36,0.31,2.08,49.57
2012-07-06,18.15,11.25,14.55,46.2,23.57,25.71,23.96,0.31,2.07,49.12
2012-07-09,18.39,11.25,14.55,46.29,23.62,25.66,23.8,0.3,2.1,48.45
2012-07-10,18.22,10.98,14.45,46.36,23.82,25.66,23.6,0.29,2.08,48.14
2012-07-11,18.11,10.92,14.19,46.38,24.05,25.49,23.25,0.29,2.1,48.88
2012-07-12,17.94,10.77,14.17,46.25,23.67,25.22,22.72,0.28,2.18,48.73
2012-07-13,18.13,10.92,14.32,46.86,25.08,25.43,23.32,0.29,2.28,49.51
2012-07-16,18.18,10.8,14.28,46.75,24.4,25.16,23.36,0.29,2.4,49.27
2012-07-17,18.19,10.85,14.32,47.13,24.33,25.56,23.54,0.28,2.22,49.66
2012-07-18,18.17,10.87,14.42,47.38,24.31,25.48,24.16,0.3,2.14,49.94
2012-07-19,18.41,11.31,14.73,47.49,23.96,25.51,24.34,0.3,2.15,49.94
2012-07-20,18.11,11.41,15.17,46.87,23.57,25.34,23.9,0.29,2.12,49.79
2012-07-23,18.09,11.3,15.29,46.52,23.95,25.29,23.23,0.3,2.04,49.36
2012-07-24,18.01,11.15,15.09,46.0,24.15,25.22,23.13,0.29,1.99,48.99
2012-07-25,17.23,10.85,15.1,46.12,24.46,25.34,22.88,0.3,1.93,49.38
2012-07-26,17.23,11.0,15.23,46.95,24.9,25.94,23.14,0.3,1.88,50.12
2012-07-27,17.53,11.87,15.77,47.48,25.65,26.32,23.61,0.31,1.97,50.66
2012-07-30,17.83,11.8,15.7,47.43,25.13,26.69,23.52,0.31,1.82,50.72
2012-07-31,18.3,11.66,15.72,47.28,25.03,26.58,23.38,0.31,1.83,50.31
2012-08-01,18.18,11.6,15.71,47.39,25.03,26.65,23.34,0.31,1.75,50.34
2012-08-02,18.21,11.54,15.62,46.75,24.46,26.24,23.16,0.31,1.74,49.75
2012-08-03,18.45,11.75,15.93,47.21,25.1,26.59,23.61,0.31,1.82,50.71
2012-08-06,18.65,11.7,15.97,47.02,25.24,26.53,23.77,0.32,1.88,50.66
2012-08-07,18.6,11.83,15.91,46.64,25.74,26.25,24.01,0.32,2.02,50.93
2012-08-08,18.57,11.72,15.95,46.68,25.84,26.18,24.07,0.33,1.94,51.14
2012-08-09,18.68,11.7,15.95,46.66,25.67,26.07,24.2,0.34,1.96,51.42
2012-08-10,18.71,11.64,15.95,46.88,25.71,25.92,24.14,0.34,2.0,51.56
2012-08-13,18.96,11.62,16.39,46.76,25.72,25.86,24.11,0.34,2.08,51.39
2012-08-14,19.01,11.66,16.61,46.88,25.8,25.91,24.07,0.33,1.96,51.42
2012-08-15,18.98,11.87,16.58,46.68,25.78,25.89,24.12,0.33,1.96,51.31
2012-08-16,19.15,12.08,16.71,46.58,25.8,26.02,24.59,0.34,2.02,51.7
2012-08-17,19.5,12.06,16.82,46.31,25.72,26.01,24.68,0.34,2.0,51.54
2012-08-20,20.02,12.02,16.78,46.24,25.99,25.97,24.55,0.34,1.97,51.28
2012-08-21,19.74,11.97,16.63,46.29,26.45,25.83,24.6,0.33,1.94,50.99
2012-08-22,20.13,12.15,16.82,46.27,26.31,25.51,24.39,0.34,2.0,51.15
2012-08-23,19.94,12.06,16.81,46.27,25.89,25.08,24.17,0.33,2.05,50.9
2012-08-24,19.96,12.29,16.86,46.59,25.85,25.31,24.41,0.33,1.97,51.33
2012-08-27,20.33,12.2,16.62,46.51,25.89,25.12,24.51,0.33,1.89,51.15
2012-08-28,20.31,12.31,16.82,46.53,25.82,25.0,24.47,0.33,1.91,51.36
2012-08-29,20.27,12.36,17.09,46.43,25.94,24.65,24.48,0.33,1.89,51.25
2012-08-30,19.98,12.31,16.93,46.32,25.66,24.44,24.22,0.32,1.89,50.84
2012-08-31,20.02,12.41,17.02,46.47,25.83,24.61,24.62,0.32,1.9,50.9
2012-09-04,20.31,12.39,16.92,46.36,25.74,24.53,24.27,0.3,1.88,50.79
2012-09-05,20.17,12.31,16.91,46.36,25.81,24.68,24.27,0.31,1.86,50.91
2012-09-06,20.35,12.57,17.37,46.76,26.91,25.1,25.04,0.31,1.9,51.88
2012-09-07,20.48,12.96,17.54,46.78,27.33,24.94,24.72,0.31,1.96,52.43
2012-09-10,19.94,12.85,17.41,46.99,26.95,24.78,24.54,0.3,1.82,52.17
2012-09-11,19.88,12.78,17.19,47.0,27.54,24.85,24.59,0.31,1.85,52.25
2012-09-12,20.16,12.78,17.16,46.97,27.76,24.88,24.59,0.31,1.89,52.21
2012-09-13,20.55,13.01,17.54,47.55,28.79,25.41,24.71,0.31,1.97,53.19
2012-09-14,20.8,13.06,17.63,47.19,28.91,25.25,24.93,0.32,2.03,53.81
2012-09-17,21.06,12.9,17.63,47.04,28.64,25.41,24.93,0.31,2.17,53.59
2012-09-18,21.12,12.94,17.84,47.24,28.69,25.59,24.91,0.31,2.09,53.43
2012-09-19,21.13,13.08,18.07,47.28,28.75,25.52,24.8,0.31,2.07,52.8
2012-09-20,21.03,13.04,18.08,47.49,28.69,25.6,25.12,0.31,2.06,53.36
2012-09-21,21.07,12.87,18.23,47.6,28.43,25.19,24.91,0.31,2.0,53.59
2012-09-24,20.79,12.74,18.61,47.55,28.67,25.25,24.59,0.31,2.04,53.57
2012-09-25,20.27,12.62,18.61,47.78,28.2,24.96,24.27,0.31,1.84,53.49
2012-09-26,20.02,12.48,18.71,47.55,27.98,25.02,24.1,0.3,1.84,53.19
2012-09-27,20.5,12.83,18.79,47.56,28.29,25.38,24.09,0.3,1.9,53.52
2012-09-28,20.07,12.72,18.74,47.49,28.15,25.13,23.77,0.31,1.95,53.32
2012-10-01,19.84,12.6,18.92,47.64,28.49,25.43,23.56,0.3,1.94,53.52
2012-10-02,19.9,12.53,18.8,47.53,28.46,25.4,23.69,0.3,1.99,53.47
2012-10-03,20.21,12.8,18.94,47.55,28.62,25.33,23.85,0.3,1.95,53.46
2012-10-04,20.07,13.02,19.08,47.74,29.3,25.39,23.99,0.31,1.96,53.77
2012-10-05,19.64,12.93,19.07,48.0,29.22,25.56,23.84,0.3,1.93,53.96
2012-10-08,19.2,12.95,18.82,47.86,29.18,25.56,23.79,0.3,1.95,54.03
2012-10-09,19.13,12.55,18.48,47.15,28.99,25.55,23.39,0.3,1.89,53.71
2012-10-10,19.29,12.25,18.49,47.02,29.26,25.23,23.15,0.29,1.89,53.07
2012-10-11,18.9,12.21,18.66,46.85,29.49,25.25,23.12,0.29,1.89,53.15
2012-10-12,18.95,12.12,18.5,46.85,29.16,25.33,23.32,0.29,1.84,53.07
2012-10-15,19.1,12.21,18.4,47.28,29.69,25.26,23.57,0.29,1.82,53.35
2012-10-16,19.55,12.2,18.5,47.93,30.0,25.11,23.56,0.3,1.87,53.86
2012-10-17,19.4,12.37,18.76,48.93,30.35,25.0,23.64,0.3,1.92,54.45
2012-10-18,19.04,12.24,17.26,49.98,30.13,25.07,23.56,0.29,1.87,54.5
2012-10-19,18.35,12.0,16.93,49.53,29.65,24.78,22.88,0.28,1.85,53.73
2012-10-22,19.08,11.69,16.86,49.47,29.49,24.66,22.37,0.27,1.86,53.75
2012-10-23,18.46,11.72,16.9,48.86,28.95,24.25,22.41,0.28,1.89,52.58
2012-10-24,18.56,11.42,16.82,48.75,29.22,24.43,22.29,0.28,1.83,52.4
2012-10-25,18.34,11.15,16.83,49.03,29.19,24.57,22.27,0.28,1.83,52.72
2012-10-26,18.18,11.91,16.77,48.86,28.83,24.54,22.53,0.28,1.83,52.83
2012-10-31,17.91,11.64,16.9,48.81,29.2,24.63,22.8,0.27,1.88,53.15
2012-11-01,17.95,11.61,17.08,49.28,30.01,24.73,23.58,0.29,1.95,53.4
2012-11-02,17.36,11.62,17.09,48.86,29.72,24.57,23.56,0.29,1.93,52.63
2012-11-05,17.59,11.72,16.96,48.79,29.61,24.36,23.67,0.3,2.1,52.84
2012-11-06,17.54,11.88,16.93,48.94,30.04,24.79,23.85,0.3,2.08,53.41
2012-11-07,16.87,11.6,16.57,48.48,28.36,24.33,23.23,0.29,2.1,51.73
2012-11-08,16.26,11.37,16.2,48.0,28.3,24.09,23.01,0.29,2.09,51.08
2012-11-09,16.54,11.32,16.47,48.15,28.46,24.04,23.03,0.28,2.02,51.16
2012-11-12,16.41,11.32,16.54,48.02,28.43,23.9,22.54,0.27,2.07,51.23
2012-11-13,16.41,11.33,16.37,47.91,28.05,23.96,21.82,0.27,2.11,50.73
2012-11-14,16.23,11.15,16.21,47.74,27.52,23.86,21.61,0.26,2.09,50.49
2012-11-15,15.89,11.03,16.08,47.6,27.59,24.13,21.47,0.27,2.05,50.54
2012-11-16,15.95,11.26,16.07,47.69,27.69,24.22,21.36,0.26,2.12,50.72
2012-11-19,17.1,11.49,16.6,47.73,28.44,24.67,21.53,0.27,2.19,51.43
2012-11-20,16.96,11.69,16.64,48.02,28.51,24.68,21.51,0.27,2.2,51.33
2012-11-21,16.98,11.9,16.54,47.96,28.53,24.77,21.7,0.27,2.16,51.63
2012-11-23,17.28,11.99,16.59,48.36,28.79,25.13,22.31,0.27,2.14,52.27
2012-11-26,17.82,12.18,16.42,48.04,28.64,24.75,22.06,0.28,2.15,51.99
2012-11-27,17.68,12.17,16.66,47.84,28.55,24.79,21.81,0.28,2.14,51.25
2012-11-28,17.62,12.36,16.98,48.18,28.6,25.05,22.03,0.28,2.22,51.69
2012-11-29,17.82,12.56,17.18,48.13,28.88,25.33,21.7,0.28,2.25,51.7
2012-11-30,17.69,12.6,17.35,48.48,28.78,25.29,21.44,0.28,2.25,51.71
2012-12-03,17.72,12.52,17.27,48.43,28.59,24.93,21.28,0.27,2.31,51.4
2012-12-04,17.41,12.62,17.16,48.57,28.42,24.78,21.24,0.28,2.26,51.15
2012-12-05,16.29,12.7,17.08,48.65,28.86,24.89,21.48,0.28,2.25,51.47
2012-12-06,16.54,12.67,17.17,48.71,29.05,24.93,21.53,0.28,2.26,51.63
2012-12-07,16.12,12.66,16.99,48.98,29.82,25.15,21.31,0.28,2.28,51.98
2012-12-10,16.02,12.39,17.02,49.09,29.64,25.11,21.7,0.29,2.3,51.87
2012-12-11,16.37,12.53,17.31,49.44,29.87,25.25,22.0,0.29,2.35,52.21
2012-12-12,16.29,12.59,17.33,49.34,29.96,25.11,21.94,0.29,2.35,52.48
2012-12-13,16.01,12.56,17.45,49.19,29.97,25.08,21.83,0.29,2.24,51.97
2012-12-14,15.41,12.46,17.43,49.15,29.99,25.12,21.59,0.29,2.25,51.67
2012-12-17,15.68,12.69,17.9,49.32,30.46,25.01,21.82,0.29,2.29,52.14
2012-12-18,16.14,13.02,17.91,49.33,30.73,24.87,22.19,0.29,2.31,52.54
2012-12-19,15.91,12.9,17.89,49.11,30.49,24.53,21.99,0.29,2.31,51.88
2012-12-20,15.77,13.07,17.94,49.19,31.2,24.71,22.29,0.29,2.3,52.15
2012-12-21,15.7,12.85,17.77,48.86,30.82,24.61,22.11,0.28,2.27,51.18
2012-12-24,15.72,12.93,17.62,48.68,30.77,24.5,21.79,0.28,2.29,50.99
2012-12-26,15.51,12.43,17.61,48.79,30.8,24.29,21.63,0.28,2.24,51.08
2012-12-27,15.57,12.42,17.54,48.73,30.56,24.29,21.71,0.28,2.25,50.96
